0 	0.0088822
3.56823e-05 	0.00889406
7.42121e-05 	0.00893465
0.000115817 	0.00901381
0.000160741 	0.00914316
0.000209251 	0.00933818
0.000261632 	0.00961723
0.000318193 	0.00999579
0.000379267 	0.0104731
0.000445215 	0.0110213
0.000516426 	0.0115978
0.00059332 	0.0121713
0.00067635 	0.0127332
0.000766005 	0.0132891
0.000862816 	0.01385
0.000967352 	0.0144274
0.00108023 	0.0150327
0.00120212 	0.0156769
0.00133373 	0.0163711
0.00147584 	0.0171267
0.0016293 	0.0179562
0.001795 	0.0188735
0.00197393 	0.0198937
0.00216713 	0.021034
0.00237575 	0.0223134
0.00260102 	0.0237516
0.00284427 	0.0253683
0.00310693 	0.0271794
0.00339054 	0.0291905
0.0036968 	0.0313831
0.00402749 	0.0336924
0.00438457 	0.0359684
0.00477014 	0.0379402
0.00518649 	0.0392921
0.00563605 	0.0399381
0.0061215 	0.0401304
0.00664568 	0.0401672
0.0072117 	0.0401783
0.00782288 	0.0401879
0.00848284 	0.0401976
0.00919546 	0.0402078
0.00996495 	0.0402182
0.0107958 	0.0402283
0.011693 	0.0402387
0.0126618 	0.0402501
0.013708 	0.0402631
0.0148375 	0.0402776
0.0160573 	0.0402947
0.0173744 	0.0403099
0.0187965 	0.0403334
0.0203322 	0.0403562
0.0219904 	0.0403879
0.0237809 	0.0404243
0.0257144 	0.0404722
0.0278021 	0.0405167
0.0300564 	0.0405465
0.0324906 	0.0405617
0.0351191 	0.0406142
0.0379573 	0.0407172
0.041022 	0.0408295
0.0443313 	0.0407901
0.0479047 	0.0405609
0.0517632 	0.0400172
0.0559296 	0.0392736
0.0604286 	0.0388143
0.0652865 	0.0386465
0.0705321 	0.0386158
0.0761963 	0.038613
0.0823126 	0.0386129
0.0889169 	0.0386129
0.0960482 	0.0386129
0.103749 	0.0386129
