5.00897e-07 	3.51012 	-0.000132844 	0
1.50548e-06 	10.5614 	-0.000315495 	0
2.52267e-06 	17.7163 	-0.000429915 	0
3.56628e-06 	25.0687 	-0.000535235 	0
4.6499e-06 	32.7162 	-0.00064221 	0
5.78725e-06 	40.7569 	-0.000754783 	0
6.99247e-06 	49.2894 	-0.00087534 	0
8.28038e-06 	58.4106 	-0.00100593 	0
9.66671e-06 	68.2072 	-0.00114894 	0
1.11683e-05 	78.7422 	-0.00130715 	0
1.28033e-05 	90.0314 	-0.00148442 	0
1.45915e-05 	102.018 	-0.00168461 	0
1.65544e-05 	114.555 	-0.00191153 	0
1.87159e-05 	127.421 	-0.0021671 	0
2.11019e-05 	140.367 	-0.00244857 	0
2.37412e-05 	153.166 	-0.00275063 	0
2.66655e-05 	165.666 	-0.00306528 	0
2.99101e-05 	177.798 	-0.00338391 	0
3.35142e-05 	189.517 	-0.00370001 	0
3.75211e-05 	200.768 	-0.00400669 	0
4.1979e-05 	211.52 	-0.00429644 	0
4.69418e-05 	221.764 	-0.00456312 	0
5.24691e-05 	231.512 	-0.00480009 	0
5.86275e-05 	240.79 	-0.00499964 	0
6.54913e-05 	249.645 	-0.00515981 	0
7.3143e-05 	258.136 	-0.00528426 	0
8.16748e-05 	266.314 	-0.00537073 	0
9.11895e-05 	274.209 	-0.00541496 	0
0.000101802 	281.848 	-0.00541125 	0
0.00011364 	289.255 	-0.00535681 	0
0.000126845 	296.452 	-0.00525063 	0
0.000141577 	303.459 	-0.00508995 	0
0.000158014 	310.291 	-0.00487291 	0
0.000176353 	316.964 	-0.00459731 	0
0.000196816 	323.492 	-0.00426077 	0
0.000219648 	329.888 	-0.00386307 	0
0.000245125 	336.16 	-0.00340576 	0
0.000273553 	342.32 	-0.00288784 	0
0.000305275 	348.377 	-0.00230817 	0
0.000340674 	354.337 	-0.00166674 	0
0.000380175 	360.208 	-0.000965289 	0
0.000424255 	365.996 	-0.000205149 	0
0.000473443 	371.708 	0.000612452 	0
0.000528333 	377.349 	0.00148566 	0
0.000589586 	382.925 	0.00240857 	0
0.00065794 	388.44 	0.00337745 	0
0.000734217 	393.901 	0.00439438 	0
0.000819337 	399.313 	0.00547091 	0
0.000914325 	404.68 	0.00662695 	0
0.00102032 	410.009 	0.00789785 	0
0.00113861 	415.306 	0.00933097 	0
0.00127062 	420.576 	0.0109824 	0
0.00141792 	425.825 	0.0129266 	0
0.00158231 	431.06 	0.0152776 	0
0.00176575 	436.287 	0.0181795 	0
0.00197046 	441.512 	0.0218175 	0
0.0021989 	446.743 	0.0264047 	0
0.00245383 	451.985 	0.0321937 	0
0.00273832 	457.244 	0.0394785 	0
0.00305579 	462.528 	0.0485891 	0
0.00341006 	467.844 	0.0598939 	0
0.00380541 	473.2 	0.0737947 	0
0.0042466 	478.607 	0.0907302 	0
0.00473893 	484.075 	0.111188 	0
0.00528836 	489.622 	0.135718 	0
0.00590147 	495.267 	0.164969 	0
0.00658567 	501.045 	0.199792 	0
0.00734919 	507.009 	0.24133 	0
0.00820124 	513.231 	0.291142 	0
0.00869827 	516.738 	0.321505 	0
0.00919974 	520.112 	0.354598 	0
0.0102131 	526.764 	0.425572 	0
0.0113972 	534.185 	0.51795 	0
0.0127186 	541.957 	0.63268 	0
0.0141931 	549.816 	0.771451 	0
0.0158386 	557.459 	0.933382 	0
0.0176748 	564.332 	1.11364 	0
0.0197239 	568.83 	1.26531 	0
0.0220104 	570.166 	1.32832 	0
0.0245619 	570.305 	1.3325 	0
0.027409 	570.312 	1.33017 	0
0.0305859 	570.314 	1.32916 	0
0.0341308 	570.312 	1.32901 	0
0.0380861 	570.306 	1.35352 	0
0.0424991 	570.292 	1.39427 	0
0.0474226 	570.282 	1.43406 	0
0.0526798 	570.278 	1.46601 	0
0.0555761 	570.277 	1.48237 	0
0.0590426 	570.279 	1.5042 	0
0.0658772 	570.288 	1.55763 	0
0.0734995 	570.31 	1.63841 	0
0.0819986 	570.364 	1.74638 	0
0.0914734 	570.443 	1.86163 	0
0.0967434 	570.492 	1.91338 	0
0.102309 	570.538 	1.98076 	0
