0 	0.00196941 	0.00885569
3.56823e-05 	0.00196449 	0.0088682
7.42121e-05 	0.00194813 	0.00890998
0.000115817 	0.00191732 	0.00899014
0.000160741 	0.00186888 	0.00912028
0.000209251 	0.00179952 	0.00931585
0.000261632 	0.00170702 	0.00959521
0.000318193 	0.00159258 	0.00997397
0.000379267 	0.00146367 	0.0104516
0.000445215 	0.00133339 	0.0110007
0.000516426 	0.00121376 	0.0115783
0.00059332 	0.00110971 	0.0121531
0.00067635 	0.00102008 	0.0127161
0.000766005 	0.000941584 	0.0132729
0.000862816 	0.000871138 	0.0138345
0.000967352 	0.000806452 	0.0144125
0.00108023 	0.00074596 	0.0150183
0.00120212 	0.000688633 	0.015663
0.00133373 	0.000633814 	0.0163575
0.00147584 	0.000581106 	0.0171134
0.0016293 	0.000530298 	0.0179431
0.001795 	0.00048132 	0.0188605
0.00197393 	0.000434203 	0.0198809
0.00216713 	0.000389062 	0.0210213
0.00237575 	0.000346079 	0.0223006
0.00260102 	0.000305486 	0.0237388
0.00284427 	0.000267558 	0.0253554
0.00310693 	0.0002326 	0.0271665
0.00339054 	0.000200944 	0.0291775
0.0036968 	0.000172955 	0.0313703
0.00402749 	0.000149041 	0.0336804
0.00438457 	0.000129707 	0.0359584
0.00477014 	0.000115586 	0.0379336
0.00518649 	0.000107057 	0.0392899
0.00563605 	0.000103296 	0.039939
0.0061215 	0.000102232 	0.0401324
0.00664568 	0.000102046 	0.0401696
0.0072117 	0.000102003 	0.0401811
0.00782288 	0.000101971 	0.040191
0.00848284 	0.000101941 	0.0402007
0.00919546 	0.000101912 	0.0402107
0.00996495 	0.000101885 	0.0402206
0.0107958 	0.00010186 	0.0402308
0.011693 	0.000101834 	0.0402418
0.0126618 	0.000101807 	0.0402536
0.013708 	0.000101778 	0.0402668
0.0148375 	0.000101751 	0.0402807
0.0160573 	0.000101717 	0.0402971
0.0173744 	0.000101696 	0.0403124
0.0187965 	0.000101641 	0.0403359
0.0203322 	0.000101602 	0.0403582
0.0219904 	0.000101545 	0.0403892
0.0237809 	0.000101493 	0.0404253
0.0257144 	0.00010142 	0.0404732
0.0278021 	0.000101347 	0.040518
0.0300564 	0.000101303 	0.0405475
0.0324906 	0.000101272 	0.0405623
0.0351191 	0.000101201 	0.0406142
0.0379573 	0.000101061 	0.0407169
0.041022 	0.000100904 	0.0408293
0.0443313 	0.000100957 	0.0407898
0.0479047 	0.000101271 	0.0405609
0.0517632 	0.000102001 	0.0400179
0.0559296 	0.00010304 	0.0392742
0.0604286 	0.000103688 	0.0388147
0.0652865 	0.000103929 	0.0386466
0.0705321 	0.000103974 	0.0386158
0.0761963 	0.000103978 	0.038613
0.0823126 	0.000103978 	0.0386129
0.0889169 	0.000103978 	0.0386129
0.0960482 	0.000103978 	0.0386129
0.103749 	0.000103978 	0.0386129
