0 	0 	0 	0
3.56823e-05 	25.358 	0.00133722 	0
7.42121e-05 	52.2762 	0.00224583 	0
0.000115817 	81.4079 	0.00330234 	0
0.000160741 	112.917 	0.00486712 	0
0.000209251 	146.782 	0.00706408 	0
0.000261632 	182.493 	0.0100302 	0
0.000318193 	218.829 	0.0138757 	0
0.000379267 	254.14 	0.018673 	0
0.000445215 	287.185 	0.0244823 	0
0.000516426 	317.549 	0.0314066 	0
0.00059332 	345.238 	0.0395856 	0
0.00067635 	370.331 	0.0491676 	0
0.000766005 	392.994 	0.0603252 	0
0.000862816 	413.469 	0.0732686 	0
0.000967352 	432.024 	0.0882439 	0
0.00108023 	448.922 	0.105539 	0
0.00120212 	464.412 	0.125492 	0
0.00133373 	478.715 	0.1485 	0
0.00147584 	492.021 	0.175031 	0
0.0016293 	504.497 	0.205639 	0
0.001795 	516.285 	0.240978 	0
0.00197393 	527.504 	0.281828 	0
0.00216713 	538.261 	0.329122 	0
0.00237575 	548.646 	0.383977 	0
0.00260102 	558.739 	0.447738 	0
0.00284427 	568.613 	0.522045 	0
0.00310693 	578.335 	0.608905 	0
0.00339054 	587.968 	0.710813 	0
0.0036968 	597.577 	0.830896 	0
0.00402749 	607.229 	0.973102 	0
0.00438457 	616.987 	1.14234 	0
0.00477014 	626.903 	1.34442 	0
0.00518649 	636.986 	1.5852 	0
0.00563605 	647.156 	1.86858 	0
0.0061215 	657.207 	2.19355 	0
0.00664568 	666.878 	2.55581 	0
0.0072117 	676.005 	2.95476 	0
0.00782288 	684.455 	3.38744 	0
0.00848284 	691.809 	3.82493 	0
0.00919546 	697.322 	4.19874 	0
0.00996495 	700.524 	4.44092 	0
0.0107958 	701.818 	4.55011 	0
0.011693 	702.149 	4.58413 	0
0.0126618 	702.2 	4.59491 	0
0.013708 	702.207 	4.60236 	0
0.0148375 	702.212 	4.61016 	0
0.0160573 	702.217 	4.61863 	0
0.0173744 	702.221 	4.62784 	0
0.0187965 	702.224 	4.63791 	0
0.0203322 	702.227 	4.64891 	0
0.0219904 	702.231 	4.66096 	0
0.0237809 	702.233 	4.67417 	0
0.0257144 	702.235 	4.68872 	0
0.0278021 	702.236 	4.70484 	0
0.0300564 	702.237 	4.72287 	0
0.0324906 	702.235 	4.74321 	0
0.0351191 	702.233 	4.76641 	0
0.0379573 	702.227 	4.79305 	0
0.041022 	702.223 	4.82375 	0
0.0443313 	702.216 	4.85906 	0
0.0479047 	702.209 	4.89913 	0
0.0517632 	702.202 	4.94352 	0
0.0559296 	702.192 	4.9919 	0
0.0604286 	702.176 	5.04423 	0
0.0652865 	702.16 	5.10693 	0
0.0705321 	702.139 	5.18885 	0
0.0761963 	702.118 	5.30295 	0
0.0823126 	702.091 	5.44885 	0
0.0889169 	702.034 	5.64777 	0
0.0960482 	701.952 	5.94266 	0
0.103749 	701.854 	6.35177 	0
