0 	0.00853529
3.56823e-05 	0.00854188
7.42121e-05 	0.00856338
0.000115817 	0.00860377
0.000160741 	0.00866812
0.000209251 	0.00876265
0.000261632 	0.0088937
0.000318193 	0.00906548
0.000379267 	0.00927764
0.000445215 	0.00952616
0.000516426 	0.00980666
0.00059332 	0.0101151
0.00067635 	0.0104468
0.000766005 	0.0107973
0.000862816 	0.0111629
0.000967352 	0.0115412
0.00108023 	0.0119308
0.00120212 	0.0123312
0.00133373 	0.0127431
0.00147584 	0.0131675
0.0016293 	0.0136066
0.001795 	0.0140628
0.00197393 	0.0145394
0.00216713 	0.0150401
0.00237575 	0.0155698
0.00260102 	0.0161338
0.00284427 	0.0167391
0.00310693 	0.0173942
0.00339054 	0.0181096
0.0036968 	0.0188993
0.00402749 	0.0197813
0.00438457 	0.0207794
0.00477014 	0.0219235
0.00518649 	0.0232481
0.00563605 	0.0247841
0.0061215 	0.0265452
0.00664568 	0.0285264
0.0072117 	0.0307258
0.00782288 	0.0331249
0.00848284 	0.0355627
0.00919546 	0.0376491
0.00996495 	0.0389888
0.0107958 	0.0395699
0.011693 	0.0397271
0.0126618 	0.0397542
0.013708 	0.0397601
0.0148375 	0.0397651
0.0160573 	0.0397705
0.0173744 	0.0397757
0.0187965 	0.0397807
0.0203322 	0.0397863
0.0219904 	0.0397924
0.0237809 	0.0397986
0.0257144 	0.0398048
0.0278021 	0.0398113
0.0300564 	0.0398185
0.0324906 	0.0398254
0.0351191 	0.0398329
0.0379573 	0.0398394
0.041022 	0.039848
0.0443313 	0.0398559
0.0479047 	0.0398659
0.0517632 	0.039878
0.0559296 	0.039892
0.0604286 	0.0399078
0.0652865 	0.0399291
0.0705321 	0.0399506
0.0761963 	0.0399764
0.0823126 	0.0400059
0.0889169 	0.0400691
0.0960482 	0.0401592
0.103749 	0.0402691
