0 	691.228
3.56823e-05 	691.178
7.42121e-05 	691.133
0.000115817 	691.139
0.000160741 	691.139
0.000209251 	691.138
0.000261632 	691.137
0.000318193 	691.134
0.000379267 	691.131
0.000445215 	691.128
0.000516426 	691.124
0.00059332 	691.116
0.00067635 	691.101
0.000766005 	691.099
0.000862816 	691.112
0.000967352 	691.141
0.00108023 	691.171
0.00120212 	691.176
0.00133373 	691.18
0.00147584 	691.184
0.0016293 	691.19
0.001795 	691.198
0.00197393 	691.206
0.00216713 	691.216
0.00237575 	691.227
0.00260102 	691.238
0.00284427 	691.25
0.00310693 	691.262
0.00339054 	691.276
0.0036968 	691.292
0.00402749 	691.311
0.00438457 	691.33
0.00477014 	691.348
0.00518649 	691.383
0.00563605 	691.45
0.0061215 	691.506
0.00664568 	691.522
0.0072117 	691.514
0.00782288 	691.51
0.00848284 	691.53
0.00919546 	691.567
0.00996495 	691.609
0.0107958 	691.653
0.011693 	691.701
0.0126618 	691.753
0.013708 	691.81
0.0148375 	691.871
0.0160573 	691.936
0.0173744 	692.008
0.0187965 	692.085
0.0203322 	692.17
0.0219904 	692.263
0.0237809 	692.366
0.0257144 	692.481
0.0278021 	692.611
0.0300564 	692.757
0.0324906 	692.923
0.0351191 	693.112
0.0379573 	693.331
0.041022 	693.583
0.0443313 	693.883
0.0479047 	694.232
0.0517632 	694.657
0.0559296 	695.15
0.0604286 	695.772
0.0652865 	696.483
0.0705321 	697.307
0.0761963 	697.987
0.0823126 	698.435
0.0889169 	698.595
0.0960482 	699.829
0.103749 	702.093
