0 	0.0117981
3.56823e-05 	0.0117689
7.42121e-05 	0.0117132
0.000115817 	0.0116634
0.000160741 	0.0116205
0.000209251 	0.0115865
0.000261632 	0.0115641
0.000318193 	0.0115564
0.000379267 	0.0115674
0.000445215 	0.0116022
0.000516426 	0.0116676
0.00059332 	0.0117724
0.00067635 	0.011929
0.000766005 	0.0121544
0.000862816 	0.0124739
0.000967352 	0.0129262
0.00108023 	0.0135724
0.00120212 	0.0145127
0.00133373 	0.0159089
0.00147584 	0.0179989
0.0016293 	0.0210446
0.001795 	0.0251437
0.00197393 	0.0299451
0.00216713 	0.0344646
0.00237575 	0.0375546
0.00260102 	0.0388809
0.00284427 	0.0390372
0.00310693 	0.0388285
0.00339054 	0.0388092
0.0036968 	0.0390813
0.00402749 	0.0393583
0.00438457 	0.0393871
0.00477014 	0.0392222
0.00518649 	0.0391005
0.00563605 	0.0391435
0.0061215 	0.0392517
0.00664568 	0.0392882
0.0072117 	0.0392488
0.00782288 	0.0392187
0.00848284 	0.0392359
0.00919546 	0.0392612
0.00996495 	0.0392638
0.0107958 	0.0392597
0.011693 	0.039266
0.0126618 	0.0392766
0.013708 	0.0392819
0.0148375 	0.0392875
0.0160573 	0.0393003
0.0173744 	0.0393168
0.0187965 	0.0393351
0.0203322 	0.0393616
0.0219904 	0.0393985
0.0237809 	0.039446
0.0257144 	0.0395045
0.0278021 	0.0395788
0.0300564 	0.039667
0.0324906 	0.0397986
0.0351191 	0.0400045
0.0379573 	0.0403368
0.041022 	0.0406586
0.0443313 	0.040842
0.0479047 	0.0406041
0.0517632 	0.0399638
0.0559296 	0.0392901
0.0604286 	0.038809
0.0652865 	0.0386456
0.0705321 	0.0386157
0.0761963 	0.038613
0.0823126 	0.0386129
0.0889169 	0.0386129
0.0960482 	0.0386129
0.103749 	0.0386129
