0 	702.383
3.56823e-05 	702.36
7.42121e-05 	702.337
0.000115817 	702.337
0.000160741 	702.338
0.000209251 	702.338
0.000261632 	702.338
0.000318193 	702.338
0.000379267 	702.339
0.000445215 	702.34
0.000516426 	702.341
0.00059332 	702.344
0.00067635 	702.348
0.000766005 	702.354
0.000862816 	702.36
0.000967352 	702.367
0.00108023 	702.375
0.00120212 	702.384
0.00133373 	702.393
0.00147584 	702.403
0.0016293 	702.415
0.001795 	702.427
0.00197393 	702.442
0.00216713 	702.458
0.00237575 	702.475
0.00260102 	702.495
0.00284427 	702.518
0.00310693 	702.542
0.00339054 	702.57
0.0036968 	702.6
0.00402749 	702.634
0.00438457 	702.672
0.00477014 	702.713
0.00518649 	702.758
0.00563605 	702.807
0.0061215 	702.86
0.00664568 	702.916
0.0072117 	702.974
0.00782288 	703.034
0.00848284 	703.098
0.00919546 	703.166
0.00996495 	703.239
0.0107958 	703.296
0.011693 	703.308
0.0126618 	703.312
0.013708 	703.349
0.0148375 	703.41
0.0160573 	703.48
0.0173744 	703.553
0.0187965 	703.634
0.0203322 	703.723
0.0219904 	703.822
0.0237809 	703.93
0.0257144 	704.052
0.0278021 	704.188
0.0300564 	704.341
0.0324906 	704.514
0.0351191 	704.708
0.0379573 	704.926
0.041022 	705.169
0.0443313 	705.437
0.0479047 	705.735
0.0517632 	706.064
0.0559296 	706.45
0.0604286 	706.903
0.0652865 	707.47
0.0705321 	708.103
0.0761963 	708.866
0.0823126 	709.747
0.0889169 	711.472
0.0960482 	713.711
0.103749 	715.99
