0 	700.476
3.56823e-05 	700.477
7.42121e-05 	700.477
0.000115817 	700.477
0.000160741 	700.477
0.000209251 	700.478
0.000261632 	700.478
0.000318193 	700.478
0.000379267 	700.479
0.000445215 	700.48
0.000516426 	700.481
0.00059332 	700.483
0.00067635 	700.485
0.000766005 	700.488
0.000862816 	700.491
0.000967352 	700.495
0.00108023 	700.5
0.00120212 	700.505
0.00133373 	700.512
0.00147584 	700.519
0.0016293 	700.527
0.001795 	700.537
0.00197393 	700.549
0.00216713 	700.562
0.00237575 	700.577
0.00260102 	700.594
0.00284427 	700.614
0.00310693 	700.636
0.00339054 	700.661
0.0036968 	700.689
0.00402749 	700.721
0.00438457 	700.756
0.00477014 	700.797
0.00518649 	700.84
0.00563605 	700.887
0.0061215 	700.931
0.00664568 	700.979
0.0072117 	701.044
0.00782288 	701.132
0.00848284 	701.243
0.00919546 	701.335
0.00996495 	701.342
0.0107958 	701.309
0.011693 	701.312
0.0126618 	701.347
0.013708 	701.39
0.0148375 	701.435
0.0160573 	701.485
0.0173744 	701.54
0.0187965 	701.602
0.0203322 	701.671
0.0219904 	701.749
0.0237809 	701.836
0.0257144 	701.934
0.0278021 	702.044
0.0300564 	702.167
0.0324906 	702.304
0.0351191 	702.455
0.0379573 	702.62
0.041022 	702.798
0.0443313 	702.991
0.0479047 	703.204
0.0517632 	703.448
0.0559296 	703.747
0.0604286 	704.117
0.0652865 	704.587
0.0705321 	705.103
0.0761963 	705.686
0.0823126 	706.353
0.0889169 	707.805
0.0960482 	709.831
0.103749 	712.261
